,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
609,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,55.188,2,0.4,-10.1178
6391,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,14.62,2,0.0,6.7252
4430,Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Fasteners,20.0,4,0.0,9.6
9108,First Class,Corporate,United States,Haltom City,Texas,76117,Central,Office Supplies,Paper,32.368,7,0.2,11.7334
2177,Standard Class,Home Office,United States,Salt Lake City,Utah,84106,West,Office Supplies,Binders,41.72,5,0.2,13.0375
3987,Standard Class,Home Office,United States,Plainfield,New Jersey,7060,East,Office Supplies,Appliances,41.95,5,0.0,10.4875
8505,Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,8.856,9,0.8,-14.1696
2224,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,54.816,3,0.2,17.8152
8724,Second Class,Home Office,United States,Miami,Florida,33178,South,Office Supplies,Paper,25.344,6,0.2,8.8704
5112,Same Day,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,17.496,9,0.6,-7.4358
196,Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,6.048,3,0.2,1.5876
5195,Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,45.66,3,0.0,22.3734
2115,Same Day,Consumer,United States,Redlands,California,92374,West,Furniture,Bookcases,425.833,1,0.15,20.0392
483,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,159.98,2,0.0,57.5928
961,Standard Class,Home Office,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Binders,6.24,2,0.0,3.0576
8304,Standard Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Tables,486.368,4,0.2,36.4776
3732,Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Technology,Phones,1259.93,7,0.0,327.5818
8504,Standard Class,Consumer,United States,Amarillo,Texas,79109,Central,Furniture,Chairs,366.744,4,0.3,-110.0232
3279,Second Class,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Art,22.96,7,0.0,6.6584
9346,First Class,Home Office,United States,Troy,Ohio,45373,East,Furniture,Furnishings,30.144,2,0.2,8.2896
4071,First Class,Consumer,United States,Dallas,Texas,75081,Central,Furniture,Bookcases,156.3728,2,0.32,-52.8908
1637,Standard Class,Consumer,United States,Tigard,Oregon,97224,West,Technology,Phones,438.336,4,0.2,-87.6672
5734,First Class,Corporate,United States,Milford,Connecticut,6460,East,Furniture,Furnishings,25.16,2,0.0,8.5544
6499,Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Technology,Accessories,279.86,14,0.0,64.3678
4334,Standard Class,Consumer,United States,Daytona Beach,Florida,32114,South,Office Supplies,Envelopes,27.312,2,0.2,9.2178
6892,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,25.92,4,0.0,12.4416
9457,Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Binders,12.06,5,0.7,-10.05
1301,Second Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,286.38,3,0.0,83.0502
3791,First Class,Corporate,United States,Altoona,Pennsylvania,16602,East,Office Supplies,Binders,4.419,3,0.7,-3.3879
2602,Same Day,Consumer,United States,New York City,New York,10035,East,Technology,Machines,1349.85,3,0.0,364.4595
1795,First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,63.84,8,0.0,16.5984
749,Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Office Supplies,Binders,58.05,3,0.0,26.703
4962,First Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Art,17.94,3,0.0,4.6644
9961,First Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Paper,65.584,2,0.2,23.7742
1636,Standard Class,Consumer,United States,Tigard,Oregon,97224,West,Office Supplies,Storage,669.08,5,0.2,-167.27
2814,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Tables,653.55,3,0.0,111.1035
9504,Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,1091.93,7,0.0,272.9825
4192,Standard Class,Corporate,United States,Boise,Idaho,83704,West,Furniture,Tables,696.42,2,0.0,160.1766
4793,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,24.96,4,0.0,11.232
1410,Standard Class,Home Office,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Labels,23.68,2,0.2,8.88
4431,Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,7.98,3,0.0,2.0748
4885,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,114.2,5,0.0,52.532
8814,Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Technology,Phones,307.98,2,0.0,89.3142
1913,First Class,Consumer,United States,Roswell,Georgia,30076,South,Technology,Accessories,149.95,5,0.0,65.978
3963,First Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,44.67,3,0.0,12.0609
5338,Second Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Storage,244.55,5,0.0,4.891
8887,Second Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,276.28,2,0.0,0.0
452,Second Class,Consumer,United States,Auburn,New York,13021,East,Technology,Phones,35.12,4,0.0,9.1312
4606,Standard Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,45.99,1,0.0,13.3371
7759,Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
3797,First Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Paper,251.64,3,0.2,88.074
8653,Same Day,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,199.98,2,0.0,75.9924
6815,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,6.24,3,0.0,2.6208
3882,Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Furniture,Furnishings,364.704,6,0.2,-36.4704
1058,Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,65.568,2,0.2,22.9488
206,Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,83.92,4,0.0,5.8744
2644,Second Class,Home Office,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,18.624,8,0.2,6.2856
7772,Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Technology,Machines,4499.985,5,0.7,-6599.978
4087,Second Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,11.784,3,0.2,3.9771
8577,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Furniture,Tables,607.52,2,0.0,97.2032
2055,First Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Accessories,199.95,5,0.0,63.984
4702,Standard Class,Home Office,United States,Austin,Texas,78745,Central,Furniture,Furnishings,7.996,1,0.6,-6.9965
4983,Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,84.84,3,0.0,22.9068
3505,Standard Class,Consumer,United States,Plano,Texas,75023,Central,Technology,Phones,201.584,2,0.2,20.1584
4421,Standard Class,Consumer,United States,Margate,Florida,33063,South,Office Supplies,Art,15.552,3,0.2,2.3328
8082,Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Appliances,203.88,5,0.2,20.388
8558,Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Labels,45.36,9,0.2,14.742
3857,Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,10.272,3,0.2,0.8988
5955,Second Class,Corporate,United States,Reading,Pennsylvania,19601,East,Furniture,Bookcases,521.96,4,0.5,-250.5408
7745,Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Office Supplies,Art,9.84,3,0.0,2.8536
1202,Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,854.352,3,0.2,10.6794
7808,Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Art,47.616,3,0.2,5.952
9607,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,21.6,6,0.0,9.936
2149,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,84.95,5,0.0,22.087
1835,First Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,21.4,5,0.0,6.206
6530,Standard Class,Home Office,United States,El Paso,Texas,79907,Central,Office Supplies,Binders,4.428,3,0.8,-6.8634
5158,Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,14.224,2,0.6,-10.3124
9883,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Envelopes,11.16,2,0.0,5.58
3224,First Class,Corporate,United States,Tempe,Arizona,85281,West,Technology,Phones,318.4,2,0.2,107.46
8847,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,130.112,2,0.2,13.0112
6733,First Class,Corporate,United States,Aurora,Colorado,80013,West,Office Supplies,Appliances,32.432,2,0.2,3.2432
4914,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,35.96,2,0.0,10.4284
4397,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,172.186,2,0.3,-46.7362
1335,Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,Storage,552.56,4,0.0,0.0
1861,First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,119.96,4,0.0,33.5888
4468,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,321.568,2,0.2,-16.0784
1875,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Furniture,Bookcases,176.784,1,0.2,-22.098
4234,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,11.352,3,0.2,4.1151
848,Standard Class,Consumer,United States,Lorain,Ohio,44052,East,Furniture,Furnishings,48.896,4,0.2,8.5568
750,Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Furniture,Furnishings,157.74,11,0.0,56.7864
3762,Second Class,Corporate,United States,West Allis,Wisconsin,53214,Central,Furniture,Bookcases,241.96,2,0.0,24.196
9892,Second Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Phones,297.55,5,0.0,83.314
8869,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,15.92,5,0.2,5.373
8465,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,17.94,3,0.0,3.0498
3079,First Class,Home Office,United States,Apple Valley,California,92307,West,Office Supplies,Paper,12.96,2,0.0,6.2208
4731,Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,9.87,3,0.0,4.5402
7991,First Class,Consumer,United States,Boca Raton,Florida,33433,South,Office Supplies,Binders,39.936,4,0.7,-26.624
3193,First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,3.648,3,0.8,-6.0192
7114,First Class,Corporate,United States,Henderson,Nevada,89015,West,Furniture,Tables,1685.88,6,0.0,320.3172
1965,Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,24.18,2,0.0,7.254
1459,Same Day,Consumer,United States,Middletown,Connecticut,6457,East,Furniture,Furnishings,27.46,2,0.0,9.8856
4683,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,241.92,4,0.4,-56.448
3328,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,262.336,8,0.2,95.0968
7516,Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,15.92,4,0.0,7.4824
4578,Standard Class,Home Office,United States,Hampton,Virginia,23666,South,Office Supplies,Binders,113.1,3,0.0,56.55
2537,Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,431.976,4,0.4,-100.7944
5469,First Class,Home Office,United States,San Diego,California,92105,West,Office Supplies,Paper,19.44,3,0.0,9.3312
4090,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Supplies,10.95,3,0.0,3.285
5380,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,105.552,6,0.2,35.6238
6404,Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Phones,177.48,3,0.2,19.9665
1612,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,83.984,2,0.2,31.494
5964,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Supplies,17.22,3,0.0,5.166
707,First Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,119.96,4,0.0,52.7824
1367,First Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Chairs,899.136,4,0.2,-146.1096
2033,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Art,9.328,1,0.2,0.8162
3324,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,896.99,5,0.8,-1480.0335
4780,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,683.144,4,0.3,0.0
2187,Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Envelopes,70.08,6,0.0,35.04
6137,Second Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,32.064,6,0.2,11.2224
6148,Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,201.584,2,0.2,12.599
6700,Standard Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Binders,50.352,3,0.2,17.6232
9886,Standard Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Fasteners,5.94,3,0.0,0.0
6327,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Furniture,Furnishings,272.94,3,0.0,30.0234
1548,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,27.056,2,0.2,2.3674
348,Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Art,12.96,2,0.0,4.1472
4514,Second Class,Consumer,United States,Hampton,Virginia,23666,South,Furniture,Chairs,290.98,1,0.0,75.6548
5121,Standard Class,Corporate,United States,Lafayette,Louisiana,70506,South,Technology,Accessories,99.98,2,0.0,42.9914
7536,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,13.592,2,0.6,-14.2716
6160,First Class,Corporate,United States,Lakeland,Florida,33801,South,Technology,Phones,323.976,3,0.2,28.3479
93,Second Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,53.34,3,0.0,16.5354
6443,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Labels,24.9,5,0.0,11.454
7782,Second Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,45.248,2,0.2,3.9592
6360,Standard Class,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Art,56.3,2,0.0,15.764
2907,Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Storage,52.4,5,0.0,14.148
1749,Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Art,6.24,3,0.2,0.546
1755,Second Class,Home Office,United States,Fort Worth,Texas,76106,Central,Office Supplies,Paper,360.712,11,0.2,130.7581
1207,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,9.144,3,0.2,3.2004
8784,Standard Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Labels,4.608,2,0.2,1.6704
2672,Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,26.2,2,0.0,12.838
8017,First Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Art,30.816,9,0.2,2.6964
9373,Standard Class,Consumer,United States,Pasadena,California,91104,West,Technology,Phones,419.944,7,0.2,52.493
9768,Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,50.04,6,0.0,25.02
8984,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,145.98,2,0.5,-99.2664
4317,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,167.86,2,0.0,78.8942
